ts,event_type,interlock_id,activation_reason,fault_id,fault_type,activated_at,released_at,activation_latency_ms,total_active_ms
2026-03-20T18:25:26.743375700+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:26.742982500+00:00,,0.005,
2026-03-20T18:25:26.766667500+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:26.742982500+00:00,2026-03-20T18:25:26.766149900+00:00,0.005,23.167
2026-03-20T18:25:27.946292800+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:27.945860500+00:00,,0.008,
2026-03-20T18:25:28.061721600+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:27.945860500+00:00,2026-03-20T18:25:28.061430200+00:00,0.008,115.569
2026-03-20T18:25:29.878297400+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:29.877839+00:00,,0.008,
2026-03-20T18:25:30.014944600+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:29.877839+00:00,2026-03-20T18:25:30.014392100+00:00,0.008,136.553
2026-03-20T18:25:31.202370+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:31.201972600+00:00,,0.009,
2026-03-20T18:25:31.229096500+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:31.201972600+00:00,2026-03-20T18:25:31.228783700+00:00,0.009,26.811
2026-03-20T18:25:31.819272900+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:31.818699200+00:00,,0.009,
2026-03-20T18:25:31.948115600+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:31.818699200+00:00,2026-03-20T18:25:31.947804900+00:00,0.009,129.105
2026-03-20T18:25:33.129178800+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:33.128763400+00:00,,0.008,
2026-03-20T18:25:33.227800200+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:33.128763400+00:00,2026-03-20T18:25:33.227543800+00:00,0.008,98.780
2026-03-20T18:25:35.084937800+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:35.084516300+00:00,,0.008,
2026-03-20T18:25:35.214404300+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:35.084516300+00:00,2026-03-20T18:25:35.213979500+00:00,0.008,129.463
2026-03-20T18:25:35.763157600+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:35.762672600+00:00,,0.009,
2026-03-20T18:25:35.852393400+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:35.762672600+00:00,2026-03-20T18:25:35.852114500+00:00,0.009,89.441
2026-03-20T18:25:37.036249200+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:37.035774600+00:00,,0.008,
2026-03-20T18:25:37.148145100+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:37.035774600+00:00,2026-03-20T18:25:37.147825300+00:00,0.008,112.050
2026-03-20T18:25:37.751910800+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:37.751398800+00:00,,0.008,
2026-03-20T18:25:37.801683100+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:37.751398800+00:00,2026-03-20T18:25:37.801368100+00:00,0.008,49.969
2026-03-20T18:25:38.987432800+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:38.987079800+00:00,,0.005,
2026-03-20T18:25:39.102699800+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:38.987079800+00:00,2026-03-20T18:25:39.102441700+00:00,0.005,115.361
2026-03-20T18:25:39.749250800+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:39.748860+00:00,,0.007,
2026-03-20T18:25:39.772126500+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:39.748860+00:00,2026-03-20T18:25:39.771591100+00:00,0.007,22.731
2026-03-20T18:25:40.946556300+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:40.945821500+00:00,,0.008,
2026-03-20T18:25:41.061967600+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:40.945821500+00:00,2026-03-20T18:25:41.061673900+00:00,0.008,115.852
2026-03-20T18:25:42.880293200+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:42.879844300+00:00,,0.010,
2026-03-20T18:25:43.016368300+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:42.879844300+00:00,2026-03-20T18:25:43.015992400+00:00,0.010,136.148
2026-03-20T18:25:44.845172100+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:44.844688300+00:00,,0.007,
2026-03-20T18:25:44.962818600+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:44.844688300+00:00,2026-03-20T18:25:44.962522400+00:00,0.007,117.834
2026-03-20T18:25:46.131343300+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:46.130550600+00:00,,0.013,
2026-03-20T18:25:46.228639900+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:46.130550600+00:00,2026-03-20T18:25:46.228287500+00:00,0.013,97.736
2026-03-20T18:25:46.778424900+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:46.778002100+00:00,,0.008,
2026-03-20T18:25:46.913718400+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:46.778002100+00:00,2026-03-20T18:25:46.913361+00:00,0.008,135.358
2026-03-20T18:25:48.096909400+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:48.096456400+00:00,,0.012,
2026-03-20T18:25:48.213592900+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:48.096456400+00:00,2026-03-20T18:25:48.213276800+00:00,0.012,116.820
2026-03-20T18:25:50.040910900+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:50.040500900+00:00,,0.015,
2026-03-20T18:25:50.164457400+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:50.040500900+00:00,2026-03-20T18:25:50.164258400+00:00,0.015,123.757
2026-03-20T18:25:50.763618500+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:50.763132400+00:00,,0.021,
2026-03-20T18:25:50.803053+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:50.763132400+00:00,2026-03-20T18:25:50.802807300+00:00,0.021,39.674
2026-03-20T18:25:52.080410300+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:52.079756400+00:00,,0.008,
2026-03-20T18:25:52.109701300+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:52.079756400+00:00,2026-03-20T18:25:52.109206500+00:00,0.008,29.450
2026-03-20T18:25:52.746687500+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:52.746202900+00:00,,0.008,
2026-03-20T18:25:52.770463900+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:52.746202900+00:00,2026-03-20T18:25:52.770169100+00:00,0.008,23.966
2026-03-20T18:25:55.880907400+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:55.880471600+00:00,,0.009,
2026-03-20T18:25:56.002649800+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:55.880471600+00:00,2026-03-20T18:25:56.002250800+00:00,0.009,121.779
2026-03-20T18:25:57.180444700+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:57.180024600+00:00,,0.008,
2026-03-20T18:25:57.235698700+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:57.180024600+00:00,2026-03-20T18:25:57.235394300+00:00,0.008,55.369
2026-03-20T18:25:57.829717100+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:57.829234700+00:00,,0.006,
2026-03-20T18:25:57.952684900+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:57.829234700+00:00,2026-03-20T18:25:57.952399100+00:00,0.006,123.164
2026-03-20T18:25:59.780633700+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:59.780181300+00:00,,0.016,
2026-03-20T18:25:59.912124700+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:25:59.780181300+00:00,2026-03-20T18:25:59.911792700+00:00,0.016,131.611
2026-03-20T18:26:01.096370+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:01.095891100+00:00,,0.008,
2026-03-20T18:26:01.213687400+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:01.095891100+00:00,2026-03-20T18:26:01.213409900+00:00,0.008,117.518
2026-03-20T18:26:01.797011900+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:01.796409700+00:00,,0.010,
2026-03-20T18:26:01.854642400+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:01.796409700+00:00,2026-03-20T18:26:01.854392+00:00,0.010,57.982
2026-03-20T18:26:03.031937400+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:03.031519400+00:00,,0.008,
2026-03-20T18:26:03.161657300+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:03.031519400+00:00,2026-03-20T18:26:03.161413500+00:00,0.008,129.894
2026-03-20T18:26:05.064588400+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:05.063921400+00:00,,0.010,
2026-03-20T18:26:05.108235+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:05.063921400+00:00,2026-03-20T18:26:05.107653400+00:00,0.010,43.732
2026-03-20T18:26:05.758535800+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:05.757668200+00:00,,0.007,
2026-03-20T18:26:05.781605+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:05.757668200+00:00,2026-03-20T18:26:05.781145700+00:00,0.007,23.477
2026-03-20T18:26:06.948658200+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:06.948212600+00:00,,0.006,
2026-03-20T18:26:07.065056800+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:06.948212600+00:00,2026-03-20T18:26:07.064760800+00:00,0.006,116.548
2026-03-20T18:26:10.179548700+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:10.179158600+00:00,,0.008,
2026-03-20T18:26:10.229615300+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:10.179158600+00:00,2026-03-20T18:26:10.229255700+00:00,0.008,50.097
2026-03-20T18:26:10.828689400+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:10.828269600+00:00,,0.024,
2026-03-20T18:26:10.951120200+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:10.828269600+00:00,2026-03-20T18:26:10.950804900+00:00,0.024,122.535
2026-03-20T18:26:12.128707200+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:12.128205500+00:00,,0.008,
2026-03-20T18:26:12.229486100+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:12.128205500+00:00,2026-03-20T18:26:12.229157600+00:00,0.008,100.952
2026-03-20T18:26:12.781459900+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:12.780967300+00:00,,0.009,
2026-03-20T18:26:12.913999800+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:12.780967300+00:00,2026-03-20T18:26:12.913742800+00:00,0.009,132.775
2026-03-20T18:26:14.947159+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:14.946587400+00:00,,0.010,
2026-03-20T18:26:15.004659900+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:14.946587400+00:00,2026-03-20T18:26:15.004381200+00:00,0.010,57.793
2026-03-20T18:26:16.033079500+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:16.031550500+00:00,,0.011,
2026-03-20T18:26:16.163774+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:16.031550500+00:00,2026-03-20T18:26:16.163472300+00:00,0.011,131.921
2026-03-20T18:26:16.749600100+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:16.748984200+00:00,,0.008,
2026-03-20T18:26:16.815370700+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:16.748984200+00:00,2026-03-20T18:26:16.815150500+00:00,0.008,66.166
2026-03-20T18:26:17.983094200+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:17.982714400+00:00,,0.009,
2026-03-20T18:26:18.114462800+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:17.982714400+00:00,2026-03-20T18:26:18.114163300+00:00,0.009,131.448
2026-03-20T18:26:19.933206800+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:19.932768800+00:00,,0.007,
2026-03-20T18:26:20.053482800+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:19.932768800+00:00,2026-03-20T18:26:20.053189800+00:00,0.007,120.421
2026-03-20T18:26:21.886045500+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:21.885596200+00:00,,0.005,
2026-03-20T18:26:22.015137+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:21.885596200+00:00,2026-03-20T18:26:22.014879800+00:00,0.005,129.283
2026-03-20T18:26:23.196341100+00:00,activated,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:23.195963500+00:00,,0.009,
2026-03-20T18:26:23.231650800+00:00,released,emergency_loss_of_contact,Emergency: Complete Loss Of Satellite Contact,CommunicationLoss_c208f3ebaeb9fe54,CommunicationLoss;NetworkError,2026-03-20T18:26:23.195963500+00:00,2026-03-20T18:26:23.231212+00:00,0.009,35.248
